Filename,Preamble Snippet
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT.txt,"Exhibit 10.12 CONSULTING AGREEMENT

THIS CONSULTING AGREEMENT is made and entered into as of June 1st, 2020 (the ""Effective Date"") by and between GROUPE PARAMEUS CORP , a (hereinafter, the ""Consultant""), with an address at 80 Cumberland street, suite 1707 Toronto Ont. (the ""Consultant""), and Sphere 3D Corp., with an address at 895 Don Mills Road Bldg 2 Toronto Ontario Canada (""Company"").

WHEREAS, Consultant has experience in the area of corporate finance, investor communications and financial a"
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.txt,"EXHIBIT 10.3

  [ENTERPRISE LOGO APPEARS HERE]

ENTERPRISE TRANSPORTATION COMPANY    a division of Enterprise Products Company    P.O. BOX 4324 . PHONE 713 / 880-6500                     Contract No.  017           HOUSTON, TX 77210                                              ______                                                              Date: June 1, 1998

                            TRANSPORTATION CONTRACT

     THIS CONTRACT is entered into by and between ENTERPRISE TRANSPORTATION COMPA"
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement.txt,"Exhibit 10.14   SOFTWARE MAINTENANCE AGREEMENT   This Software Maintenance Agreement (the ""Agreement"") is entered into as of October 13, 2016, between Leader Act Ltd HK (""LEADER""), a Nevada Corporation, (hereinafter referred to as ""Leader""), and EZJR, Inc. a Nevada corporation, (hereinafter referred to as ""EZJR"").   WHEREAS, EZJR currently owns a Customer Relationship Management (""CRM"") software program as developed by LEADER; and   WHEREAS, upon the purchase of the software EZJR entered into an"
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.txt,"CONFIDENTIAL PORTIONS OMITTED

                                                                   EXHIBIT 10.16

                       [LOGO OF TEAM SABCO APPEARS HERE]

                             SPONSORSHIP AGREEMENT

THIS SPONSORSHIP AGREEMENT (hereinafter the ""Agreement) is made and entered into this 19th day of December 1997, by and between SABCO RACING, INC., a North Carolina corporation with a place of business in Iredell County, North Carolina (hereinafter Sabco), and Prolong Super Lu"
DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT.txt,"[FORM]

ONLINE HOSTING AGREEMENT

This Online Hosting Agreement (this ""Agreement"") is being entered into effective as of the 1st day of June, 1999 and is entered into by and between Diplomat Direct Marketing Corporation, a Delaware corporation (""Diplomat""), and Tadeo E-Commerce Corp., a Delaware corporation (""Tadeo"").

R E C I T A L S

A. Historically, Diplomat has been engaged directly in, among other things, the business of offering consumers the opportunity to place apparel orders directly wi"
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.txt,"ALAMOGORDO FINANCIAL CORPORATION                                 1,101,643 Shares

                                  COMMON STOCK                            (Par Value $.0l Per Share)

                       Subscription Price $10.00 Per Share

                                AGENCY AGREEMENT

                              ___________ __, 2000

Charles Webb & Company, a Division of Keefe, Bruyette & Woods, Inc. 211 Bradenton Avenue Dublin, Ohio 43017

Ladies and Gentlemen:

         Alamogordo  "
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.txt,"EXHIBIT 10.47

               MANIFEST SYSTEM SERVICES AND CO-BRANDING AGREEMENT                --------------------------------------------------

     This Manifest System Services and Co-Branding Agreement (""Agreement"") is                                                                --------- made and entered into as of April 27, 1999 (the ""Effective Date""), by and                                                  -------------- between iShip.com, Inc., a Washington corporation (the ""Company"
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement.txt,"1 *****Confidential Treatment has been requested for portions of this agreement. The copy file herewith omits information subject to the confidentiality request. Omissions are designated as [*****]. A complete version of this agreement has been filed separately with the Securities and Exchange Commission.

                                                                 Exhibit 10.2

              E-CENTIVES - EXCITE@HOME CO-BRANDING AGREEMENT

This agreement (""Agreement"") is entered into as of "
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement.txt,"Exhibit 10.7

CONTENT LICENSE AGREEMENT

This Content License Agreement (this ""Agreement"") is dated as of October 1, 2005 (the ""Effective Date"") and is by and between Emdeon Corporation a Delaware corporation (""Emdeon""), with offices at at 669 River Drive, Center 2, Elmwood Park, New Jersey 07407 and WebMD, Inc. a Georgia Corporation (""WebMD""), with offices at 111 Eighth Avenue, New York, NY 10011. Emdeon and WebMD expressly agree that this Agreement incorporates the Terms and Conditions attache"
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.txt,"Exhibit 10.6

OPERATIONS AND MAINTENANCE AGREEMENT

Between

Piñon Gathering Company, LLC

And

SandRidge Midstream, Inc.













TABLE OF CONTENTS

i

              PAGE ARTICLE I DEFINITIONS     1   ARTICLE II ENGAGEMENT OF OPERATOR     6   2.1 Engagement     6   2.2 Independent Contractor     6   2.3 Owner Cooperation     6   ARTICLE III TERM; RESIGNATION OR REMOVAL OF OPERATOR     7   3.1 Term     7   3.2 Owner Default     7   3.3 Operator Default     7   3.4 Cooperation with Owner or S"
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.txt,"925 West Georgia Street  Suite 1820  Vancouver, British Columbia  Canada V6C 3L2  Facsimile: 604-632-1730      PROMOTION AGREEMENT  (the ""Agreement"")    This agreement (the ""Agreement"") is made between Charity Tunes Inc., a British Columbia corporation with registered office located at  Suite 1800, 925 West Georgia Street, Vancouver, British Columbia, Canada V6C 3L2 (""Charity Tunes"") and ConAgra Foods Canada  Inc. (""Sponsor"") a Canada corporation, 5935 Airport Rd, Suite 405, Mississauga, Ontario"
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.txt,"Exhibit 10.09

***** CONFIDENTIAL TREATMENT REQUESTED

Agreement Number 12965

WIRELESS CONTENT LICENSE AGREEMENT

This License Agreement (this ""Agreement"") is entered into effective as of December 16, 2004, (the ""Effective Date"") by and between TWENTIETH CENTURY FOX LICENSING & MERCHANDISING, a division of Fox Entertainment Group, Inc. (""Fox""), as Administrator for Twentieth Century Fox Film Corporation (""Trademark Licensor""), and Sorrent, Inc. (""Licensee""). Fox and Licensee are collectively re"
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement.txt,"Exhibit 10.22   OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT   This Outsource Technology Development Agreement (this ""Agreement"") is entered into and effective as of this 1s t day of March, 2018 (the ""Effective Date"") by and between Document Security Systems, Inc., a corporation organized and existing under the laws of the State of New York (""DSS""), and HotApp International Ltd., a corporation organized and existing under the laws of Hong Kong (""Developer"").   RECITALS:   WHEREAS, DSS is engaged i"
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.txt,"Exhibit 7.1   Strategic Alliance Agreement

THIS AGREEMENT is made this 15 th day of July, 2010 (""Effective Date"") by and between IMedicor, Inc, a Nevada Corporation whose address is 523 Avalon Gardens Drive, Nanuet, New York 10954, USA (""IMedicor"") and USA Managed Care Organization (USA MCO) A Texas Corporation whose address is 916 South Capital of Texas highway, Austin Texas.

WITNESSETH:   WHEREAS, iMedicor is a secure, HIPAA compliant online portal that creates a virtual healthcare community"
BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY AGREEMENT.txt,"QuickLinks -- Click here to rapidly navigate through this document

Exhibit 10.16

     EL BANCO FINANCIAL CORPORATION

AGENCY AGREEMENT

, 2006

Ladies and Gentlemen:

El Banco Financial Corporation, a Georgia corporation (the ""Company""), proposes, subject to the terms and conditions stated herein, to engage the sales agent identified on the signature page to this Agreement (the ""Agent"" or ""you"") to assist the Company on a ""best efforts"" basis in the sale of the Company's common stock, $.01 par"
ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement.txt,"Exhibit 10.5 CERTAIN CONFIDENTIAL INFORMATION CONTAINED IN THIS DOCUMENT, MARKED BY […***…], HAS BEEN OMITTED BECAUSE ARTARA THERAPEUTICS, INC. HAS DETERMINED THE INFORMATION (I) IS NOT MATERIAL AND (II) WOULD LIKELY CAUSE COMPETITIVE HARM TO ARTARA THERAPEUTICS, INC. IF PUBLICLY DISCLOSED. SPONSORED RESEARCH AND LICENSE AGREEMENT This Sponsored Research and License Agreement (this ""Agreement"") is entered into on November 28, 2018 (the ""Effective Date""), by and between ArTara, Inc. located at 1 "
NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.txt,"Exhibit 10.14 License and Development Agreement ""Agreement"" between NLS-1 Pharma AG Alter Postplatz 2 6370 Stans Switzerland ""Licensor"" / ""NLS"" and Eurofarma Laboratórios S.A. Avenida Vereador José Diniz 3465 04603-003 São Paulo Brazil ""Licensee"" / ""Eurofarma"" (Licensor and Licensee each a ʺPartyʺ collectively the ʺPartiesʺ) regarding Nolazol® (Mazindol CR) in ADHD - Latin America

Source: NLS PHARMACEUTICS LTD., F-1, 2/28/2020





License and Development Agreement

Table of Content WHEREAS 1 1"
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.txt,"EXHIBIT 10.12

                                ENDORSEMENT AGREEMENT

       This Endorsement Agreement is made and entered into this first (1st)  day of January, 1996, by and between Teardrop Putter Corporation having its  principal office at 207 WatersEdge, Shelter Cove, Hilton Head Island, South  Carolina 29928 (hereinafter referred to as ""TPC""), and Consolidated Artists  Inc., Sommerville House, Phillips Street, St. Helier, Jersey JE1 1DE, Channel  Islands, British Isles (hereinafter referre"
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt","Exhibit 10.1

Confidential treatment has been requested for portions of this Exhibit. The copy filed herewith omits the information subject to the confidentiality request. Omissions are marked by brackets with asterisks, such as [***]. A complete version of this Exhibit has been filed separately with the Securities and Exchange Commission.

STRATEGIC ALLIANCE AGREEMENT   THIS STRATEGIC ALLIANCE AGREEMENT  (""Agreement""), entered into as of October 22, 2010 (the ""Effective Date"") by and between PP"
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1.txt,"Exhibit 10.12

CERTAIN IDENTIFIED INFORMATION CONTAINED IN THIS DOCUMENT, MARKED BY [***], HAS BEEN OMITTED BECAUSE IT IS BOTH (1) NOT MATERIAL AND (2) WOULD LIKELY CAUSE COMPETITIVE HARM TO THE COMPANY IF PUBLICLY DISCLOSED.

STREMICK HERITAGE FOODS, LLC and PREMIER NUTRITION CORPORATION MANUFACTURING AGREEMENT

THIS MANUFACTURING AGREEMENT (the ""Agreement"") is made this first day of July, 2017 (the ""Effective Date"") between Stremicks Heritage Foods, LLC (""Heritage""), a Delaware limited liabili"
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement.txt,"Exhibit 10.27

                          e-business Hosting Agreement

                                     between

                                  Bluefly, Inc.

                                       and

                   International Business Machines Corporation

                                        1

                          e-business Hosting Agreement

Under this e-business Hosting Agreement (""Agreement"") between International Business Machines Corporation (""IBM"") and Bluefly, "
ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.txt,"Exhibit 10.5

Reseller Agreement

This Agreement is made and entered into by and between 695014 B.C. Ltd. dba Galaxy Telecom, having a principal office at 200 - 375 Water Street, Vancouver, British Columbia V6B 5C6 Canada (""Galaxy"") and Galaxy Telnet SRL, having a principal office at Aleea Malinului, Nr. 11, Bl. D, Scara C, Apt. 43, Constanta, Judetul Constanta, Romania (""Telnet"") as of the 1s t day of June, 2004.

WHEREAS: Galaxy is a wholesale provider of Voice over Internet Protocol (""VoIP"") "
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.txt,"Exhibit 10.14

                              OUTSOURCING AGREEMENT

                                     BETWEEN

                   INTERNATIONAL BUSINESS MACHINES CORPORATION

                                       AND

              MANUFACTURERS' SERVICES WESTERN U.S. OPERATIONS, INC.

                                 EFFECTIVE DATE

                                  JUNE 1, 1998

---------- [*] = Information redacted pursuant to a confidential treatment request. An unredacted version of thi"
LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.txt,"Exhibit 10.1 BUSINESS DEVELOPMENT AGREEMENT THIS BUSINESS DEVELOPMENT AGREEMENT (the ""Agreement"") is effective as of , 2020 (the ""Effective Date""), by and between LIQUIDMETAL TECHNOLOGIES, INC., a Delaware corporation having its principal place of business at 20321 Valencia Circle, Lake Forest, California 92630 (""Liquidmetal""), and EUTECTIX, LLC, a Delaware limited liability company having an address of 323 Main Street, Chatham, New Jersey 07928 (""Eutectix""). Liquidmetal and Eutectix are sometim"
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement2.txt,"Exhibit 8    SUPPLIER/SUBCONTRACTOR CONTRACT













1. By execution of this Supplier/Subcontractor Contract (""Contract""), _______________ (""Supplier"")  agrees and  acknowledges that: (i) all images and/or trademarks, including, but not limited to PLAYBOY, (the ""Playboy Properties"")  applied at the request of _______________ (""Purchaser"")  to merchandise covered by this Contract are owned by  Playboy Enterprises International, Inc. (""Playboy""), and when used upon merchandise means that such"
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement.txt,"Exhibit 10.10   Road Transportation Agreement   Party A (Shipper): ZTO Express Co., Ltd. Address: Building 1, No. 1685, Huazhi Road, Huaxin Twon, Qingpu District, Shanghai   Party B (Carrier): Tonglu Tongze Logistics Ltd. Address: 12 Floor, HSBC Tower, Yinchun South Road, Tonglu County, Zhejiang Province   Due to the need for logistics business, Party A and Party B enter into this Road Transportation Agreement (this ""Agreement""), in which Party A pays the freight and Party B provides parcel tran"
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.txt,"Exhibit 10.39

IN ACCORDANCE WITH ITEM 601(b) OF REGULATION S-K, CERTAIN IDENTIFIED INFORMATION (THE ""CONFIDENTIAL INFORMATION"") HAS BEEN EXCLUDED FROM THIS EXHIBIT BECAUSE IT IS BOTH (I) NOT MATERIAL AND (II) WOULD LIKELY CAUSE COMPETITIVE HARM IF PUBLICLY DISCLOSED. THE CONFIDENTIAL INFORMATION IS DENOTED HEREIN BY [*****].

AMENDMENT NO. 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT

This Amendment No. 3 (""Amendment No. 3"") to the Nonexclusive Value Added Distributor Agreement, as a"
